Planet_Name,ra,st_raerr,st_rah,st_raherr,ra_str,dec,st_decerr,dec_str,st_glon,st_glonerr,st_glat,st_glaterr,st_elon,st_elonerr,st_elat,st_elaterr,st_posn,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmn,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvn,st_uj,st_ujerr,st_ujlim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_rc,st_rcerr,st_rclim,st_ic,st_icerr,st_iclim,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,st_k,st_kerr,st_klim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_irac1,st_irac1err,st_irac1lim,st_irac2,st_irac2err,st_irac2lim,st_irac3,st_irac3err,st_irac3lim,st_irac4,st_irac4err,st_irac4lim,st_mips1,st_mips1err,st_mips1lim,st_mips2,st_mips2err,st_mips2lim,st_mips3,st_mips3err,st_mips3lim,st_iras1,st_iras1err,st_iras1lim,st_iras2,st_iras2err,st_iras2lim,st_iras3,st_iras3err,st_iras3lim,st_iras4,st_iras4err,st_iras4lim,st_optmag,st_optmagerr,st_optmaglim,st_optband,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_bmvj,st_bmvjerr,st_bmvjlim,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,st_bmy,st_bmyerr,st_bmylim,st_m1,st_m1err,st_m1lim,st_c1,st_c1err,st_c1lim,st_colorn,st_spstr,st_ssperr,st_splim,st_spn,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffn,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggn,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfen,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumn,st_rad,st_raderr1,st_raderr2,st_radlim,st_radn,st_mass,st_masserr1,st_masserr2,st_masslim,st_massn,st_dens,st_denserr1,st_denserr2,st_denslim,st_densn,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agen,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsinin,st_acts,st_actserr,st_actslim,st_actsn,st_actr,st_actrerr,st_actrlim,st_actrn,st_actlx,st_actlxerr,st_actlxlim,st_actlxn,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,hd_name,hip_name,swasp_id,pl_name,pl_hostname,pl_letter,pl_pnum,pl_snum,pl_mnum,pl_status,pl_discmethod,pl_disc,pl_disc_refname,pl_publ_date,pl_facility,pl_telescope,pl_instrument,pl_locale,pl_def_refname,pl_rvflag,pl_imgflag,pl_astflag,pl_tranflag,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,pl_cbflag,pl_omflag,pl_pelink,pl_edelink,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtpern,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_orblpern,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampn,pl_conrat,pl_conraterr1,pl_conraterr2,pl_conratlim,pl_conratband,pl_conratn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinin,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massn,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassn,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtn,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insoln,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepn,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurn,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidn,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparn,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepn,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorn,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorn,pl_mrtranmid,pl_mrtranmiderr1,pl_mrtranmiderr2,pl_mrtranmidlim,pl_mrtmrefid,pl_mrtmreflink,pl_mrtsystemref,pl_st_npar,pl_st_nref,rowupdate,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,pl_angsep,pl_angseperr1,pl_angseperr2
hats6b,88.146797,1.7e-05,5.87645313,1.11e-06,05h52m35.23s,-19.031656,1.7e-05,-19d01m54.0s,224.113579,2.3e-05,-21.245681,2.1e-05,87.625236,2.2e-05,-42.455672,1.7e-05,1,1e+20,1e+20,1e+20,0,1,148.4,3.3,-3.3,0,2,-2.5,0.0,0,7.3,0.1,0,7.8,0.1,0,1,1e+20,1e+20,1e+20,999999,0,1e+20,1e+20,999999,16.664,0.043,0,15.16,0.024,0,1e+20,1e+20,999999,1e+20,1e+20,999999,12.046,0.021,0,11.397,0.022,0,11.224,0.021,0,11.108,0.024,0,11.122,0.021,0,11.216,0.141,0,8.89,1e+20,-1,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,15.16,0.024,0,V (Johnson),10,1e+20,1e+20,999999,1.504,0.049,0,1e+20,1e+20,999999,1e+20,1e+20,999999,0.649,0.03,0,0.173,0.03,0,0.822,0.03,0,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,4,M1 V,999999,0,1,3724.0,18.0,-18.0,0,2,4.68,0.01,-0.01,0,1,0.2,0.091,-0.091,0,1,[Fe/H],1e+20,1e+20,1e+20,999999,1,0.57,0.01,-0.01,0,2,0.57,0.02,-0.03,0,1,4.36,0.15,-0.15,0,1,8.1,4.3,-4.3,999999,1,1e+20,1e+20,1e+20,999999,0,1e+20,1e+20,999999,0,1e+20,999999,999999,0,1e+20,999999,999999,0,0,0,0,0,0,3,0,N/A,N/A,N/A,HATS-6 b,HATS-6,b,1,1,0,3,Transit,2015,Hartman et al. 2015,2015-05,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,Ground,Hartman et al. 2015,1,0,0,1,0,0,0,0,0,0,http://exoplanet.eu/catalog/hats-6_b/,N/A,3.3252725,2.1e-06,-2.1e-06,0,1,0.03623,0.00042,-0.00057,0,1,88.21,0.084,-0.084,0,1,1e+20,1e+20,1e+20,999999,0,0.0,1e+20,1e+20,0,1,1e+20,1e+20,1e+20,999999,0,63.0,14.0,-14.0,0,1,999999,999999,999999,999999,999999,999999,1e+20,1e+20,1e+20,999999,1e+20,1e+20,1e+20,999999,0,0.319,0.07,-0.07,0,101.38777,22.2481,-22.2481,0,1,0.319,0.07,-0.07,0,101.38777,22.2481,-22.2481,0,1,Mass,0.998,0.019,-0.019,0,11.187,0.213,-0.213,0,0.103,0.002,-0.002,0,1,0.399,0.089,-0.089,0,1,713,5,-5,0,1,1e+20,1e+20,1e+20,999999,0,3.23,0.03,-0.03,0,1,0.08504,0.00045,-0.00045,0,1,2456643.74058,8.4e-05,-8.4e-05,0,1,BJD,0.427,0.02,-0.021,0,1,1e+20,1e+20,1e+20,999999,0,13.65,0.15,-0.15,0,1,0.17978,0.00077,-0.00077,0,1,999999,999999,999999,999999,999999,999999,999999,25,6,2015-05-14,5.88,0.04,-0.04,0,170.14,1.06,-1.06,0,-2.5,0.0,0,7.3,0.1,0,7.8,0.1,0,14.36,999999,0,0.244,0.0064,-0.0064
gj1214b,258.828837,1.7e-05,17.25525578,1.11e-06,17h15m18.92s,4.96392,1.7e-05,+04d57m50.1s,26.163966,2.4e-05,23.610877,2.2e-05,257.383147,2e-05,27.915249,1.8e-05,2,77.2,5.4,-5.4,0,2,12.95,0.97,-0.85,0,3,590.4,1e+20,0,-794.7,1e+20,0,990.0,1e+20,0,2,-21.1,1.0,-1.0,0,1,1e+20,1e+20,999999,1e+20,1e+20,999999,15.1,0.6,0,1e+20,1e+20,999999,11.52,0.1,0,9.75,0.024,0,9.094,0.024,0,8.782,0.02,0,8.598,0.023,0,8.442,0.021,0,8.254,0.024,0,8.084,0.236,0,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,15.1,0.6,0,V (Johnson),14,1e+20,1e+20,999999,1e+20,1e+20,999999,3.12,0.015,0,1e+20,1e+20,999999,0.656,0.034,0,0.312,0.031,0,0.968,0.031,0,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,5,M4.5,999999,0,1,3026.0,150.0,-150.0,0,10,4.94,0.01,-0.01,0,10,0.39,0.15,-0.15,0,5,[Fe/H],1e+20,1e+20,1e+20,999999,3,0.22,0.01,-0.01,0,10,0.15,0.01,-0.01,0,7,1e+20,1e+20,1e+20,999999,6,1e+20,1e+20,1e+20,999999,1,2.0,1e+20,1e+20,1,2,1e+20,1e+20,999999,0,1e+20,999999,999999,0,1e+20,999999,999999,0,1,0,0,1,0,3,2,N/A,N/A,N/A,GJ 1214 b,GJ 1214,b,1,1,0,3,Transit,2009,Charbonneau et al. 2009,2009-12,MEarth Project,0.4 m MEarth Telescope,Apogee CCD Sensor,Ground,Harps&oslash;e et al. 2013,1,0,0,1,0,0,0,3,0,0,http://exoplanet.eu/catalog/gj_1214_b/,http://exoplanets.org/detail/GJ_1214_b,1.58040456,1.6e-07,-1.6e-07,0,13,0.01411,0.00032,-0.00032,0,1,88.17,0.54,-0.54,0,11,1e+20,1e+20,1e+20,999999,0,1e+20,1e+20,1e+20,999999,3,1e+20,1e+20,1e+20,999999,1,12.2,1.6,-1.6,0,4,999999,999999,999999,999999,999999,999999,1e+20,1e+20,1e+20,999999,1e+20,1e+20,1e+20,999999,0,0.0197,0.0027,-0.0027,0,6.26125,0.85814,-0.85814,0,5,0.0197,0.0027,-0.0027,0,6.26125,0.85814,-0.85814,0,5,Mass,0.254,0.018,-0.018,0,2.847,0.202,-0.202,0,0.026,0.002,-0.002,0,7,1.49,0.33,-0.33,0,5,999999,999999,999999,999999,3,1e+20,1e+20,1e+20,999999,0,1e+20,1e+20,1e+20,999999,0,1e+20,1e+20,1e+20,999999,4,2455320.535733,2.1e-05,-2.1e-05,0,12,BJD-TDB,1e+20,1e+20,1e+20,999999,7,1e+20,1e+20,1e+20,999999,0,14.0,0.8,-0.7,0,12,1e+20,1e+20,1e+20,999999,6,999999,999999,999999,999999,999999,999999,999999,146,30,2015-12-03,68.27,0.17,-0.17,0,14.65,0.04,-0.04,0,580.4,0.5,0,-749.6,0.2,0,948.1,0.3,0,13.009,999999,0,1.09,0.08,-0.08
k218b,172.560455,0.0,11.50403035,0.0,11h30m14.51s,7.588391,0.0,+07d35m18.2s,254.632404,0.0,62.575726,0.0,170.171253,0.0,4.020045,0.0,1,1e+20,1e+20,1e+20,999999,1,34.0,4.0,-4.0,0,2,-80.4,0.1,0,-133.1,0.1,0,155.5,0.1,0,1,0.65,0.0,-0.0,0,1,1e+20,1e+20,999999,15.005,0.06,0,13.496,0.05,0,1e+20,1e+20,999999,1e+20,1e+20,999999,9.763,0.028,0,9.135,0.026,0,8.899,0.019,0,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,13.496,0.05,0,V (Johnson),10,1e+20,1e+20,999999,1.509,0.078,0,1e+20,1e+20,999999,1e+20,1e+20,999999,0.628,0.038,0,0.236,0.032,0,0.864,0.034,0,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,4,M2.5 V,999999,0,1,3457.0,39.0,-39.0,0,5,1e+20,1e+20,1e+20,0,1,1e+20,1e+20,1e+20,0,2,N/A,1e+20,1e+20,1e+20,0,0,0.41,0.04,-0.04,0,4,0.36,0.05,-0.05,0,4,1e+20,1e+20,1e+20,0,1,1e+20,1e+20,1e+20,999999,0,1e+20,1e+20,1e+20,999999,0,1e+20,1e+20,999999,0,1e+20,999999,999999,0,1e+20,999999,999999,0,0,0,0,0,0,3,0,N/A,N/A,N/A,K2-18 b,K2-18,b,2,1,0,3,Transit,2015,Montet et al. 2015,2015-03,K2,0.95 m Kepler Telescope,Kepler CCD Array,Space,Cloutier et al. 2017,1,0,0,1,0,0,1,1,0,0,http://exoplanet.eu/catalog/k2-18_b/,N/A,32.93963,0.0001,-0.0001,0,4,0.143,0.006,-0.006,0,4,89.579,0.008,-0.009,0,2,1e+20,1e+20,1e+20,0,0,0.43,1e+20,1e+20,1,2,1e+20,1e+20,1e+20,0,0,3.18,0.71,-0.71,0,1,999999,999999,999999,999999,999999,999999,1e+20,1e+20,1e+20,0,1e+20,1e+20,1e+20,0,0,0.02504,0.00601,-0.00601,0,7.96,1.91,-1.91,0,1,0.02504,0.00601,-0.00601,0,7.96,1.91,-1.91,0,1,Mass,0.212,0.02,-0.02,0,2.38,0.22,-0.22,0,0.022,0.002,-0.002,0,4,3.3,1.2,-1.2,0,1,235,9,-9,0,2,1e+20,1e+20,1e+20,0,2,1e+20,1e+20,1e+20,0,1,1e+20,1e+20,1e+20,0,2,2457264.39157,0.00059,-0.00059,0,4,BJD,1e+20,1e+20,1e+20,0,1,1e+20,1e+20,1e+20,0,0,1e+20,1e+20,1e+20,0,1,1e+20,1e+20,1e+20,0,2,999999,999999,999999,999999,999999,999999,999999,51,10,2017-12-21,26.27,0.05,-0.05,0,38.07,0.08,-0.08,0,-80.4,0.1,0,-133.1,0.1,0,155.5,0.1,0,12.415,999999,0,4.21,0.525,-0.525
lhs1140b,11.24724,1.9e-05,0.749816,1.3e-06,00h44m59.34s,-15.271532,1.7e-05,-15d16m17.5s,115.400369,0.0001,-78.048902,1.9e-05,4.102161,2.5e-05,-18.45158,2.3e-05,2,1e+20,1e+20,1e+20,0,1,12.47,0.42,-0.42,0,2,311.9,1e+20,0,-581.7,1e+20,0,660.0,1e+20,0,2,-13.23,0.6,-0.6,0,1,1e+20,1e+20,999999,1e+20,1e+20,999999,14.18,0.03,0,12.88,0.02,0,11.19,0.02,0,9.612,0.023,0,9.092,0.026,0,8.821,0.024,0,8.606,0.022,0,8.391,0.019,0,8.235,0.022,0,8.133,0.265,0,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,14.18,0.03,0,V (Johnson),13,1e+20,1e+20,999999,1e+20,1e+20,999999,2.93,0.015,0,1e+20,1e+20,999999,0.52,0.035,0,0.271,0.035,0,0.791,0.033,0,1e+20,1e+20,999999,1e+20,1e+20,999999,1e+20,1e+20,999999,4,M4.5 V,999999,0,2,3216.0,39.0,-39.0,0,3,1e+20,1e+20,1e+20,0,0,-0.24,0.1,-0.1,0,2,[Fe/H],-2.356,0.013,-0.013,0,2,0.21,0.0,-0.0,0,2,0.18,0.01,-0.01,0,2,1e+20,1e+20,1e+20,0,0,5.0,1e+20,1e+20,0,2,1e+20,1e+20,1e+20,999999,0,1e+20,1e+20,999999,0,1e+20,999999,999999,0,1e+20,999999,999999,0,0,0,0,0,0,3,0,N/A,N/A,N/A,LHS 1140 b,LHS 1140,b,2,1,0,3,Transit,2017,Dittmann et al. 2017,N/A,MEarth Project,0.4 m MEarth Telescope,Apogee CCD Sensor,Ground,Ment et al. 2018,1,0,0,1,0,0,0,0,0,0,N/A,N/A,24.736959,8e-05,-8e-05,0,2,0.0936,0.0024,-0.0024,0,2,89.89,0.05,-0.03,0,2,1e+20,1e+20,1e+20,0,0,0.06,1e+20,1e+20,1,2,1e+20,1e+20,1e+20,0,0,4.85,0.55,-0.55,0,2,999999,999999,999999,999999,999999,999999,1e+20,1e+20,1e+20,0,1e+20,1e+20,1e+20,0,0,0.02196,0.0028,-0.0028,0,6.98,0.89,-0.89,0,2,0.02196,0.0028,-0.0028,0,6.98,0.89,-0.89,0,2,Mass,0.154,0.003,-0.003,0,1.727,0.032,-0.032,0,0.016,0.0,-0.0,0,2,7.5,1.0,-1.0,0,2,235,5,-5,0,2,0.5,0.03,-0.03,0,2,1e+20,1e+20,1e+20,0,0,1e+20,1e+20,1e+20,0,0,2456915.71154,4e-05,-4e-05,0,2,BJD,1e+20,1e+20,1e+20,0,0,1e+20,1e+20,1e+20,0,0,95.34,1.06,-1.06,0,2,0.0739,8e-05,-8e-05,0,2,999999,999999,999999,999999,999999,999999,999999,39,10,2018-12-06,66.7,0.07,-0.07,0,14.99,0.02,-0.02,0,317.6,0.1,0,-596.6,0.1,0,675.9,0.1,0,12.671,999999,0,7.51,0.318,-0.318
